order_id,customer_id,product_id,customer_name,segment,category,sub_category,amount,profit,quantity,order_date,ship_date,ship_mode,payment_mode,country,city,state
CA-2018-139892,BM-11140,OFF-AR-10004441,Monica,Consumer,Electronics,Printers,757,371,2,9/8/2018,9/12/2018,First Class,Credit Card,United States,San Jose,California
CA-2018-139892,BM-11140,TEC-MA-10000822,Kirti,Consumer,Electronics,Phones,545,-73,11,9/8/2018,9/12/2018,Standard Class,COD,United States,San Jose,California
CA-2018-139892,BM-11140,OFF-ST-10000991,Shruti,Consumer,Furniture,Bookcases,1052,-82,3,9/8/2018,9/12/2018,Second Class,UPI,United States,Seattle,Washington
CA-2018-139892,BM-11140,FUR-CH-10004287,Avish,Consumer,Furniture,Bookcases,544,-152,3,9/8/2018,9/12/2018,Standard Class,COD,United States,Seattle,Washington
CA-2018-139892,BM-11140,OFF-AR-10002656,Atul,Consumer,Clothing,Leggings,22,9,2,9/8/2018,9/12/2018,Standard Class,Debit Card,United States,Edmond,Oklahoma
CA-2018-139892,BM-11140,OFF-AP-10002518,Shivangi,Consumer,Electronics,Printers,757,371,2,9/8/2018,9/12/2018,First Class,Credit Card,United States,Edmond,Oklahoma
CA-2018-139892,BM-11140,TEC-PH-10003931,Mayank,Consumer,Furniture,Bookcases,742,198,2,9/8/2018,9/12/2018,Second Class,Credit Card,United States,Los Angeles,California
CA-2018-118962,CS-12130,OFF-PA-10000659,Kasheen,Consumer,Clothing,Saree,537,107,3,8/5/2018,8/9/2018,Standard Class,COD,United States,Philadelphia,Pennsylvania
CA-2018-118962,CS-12130,OFF-PA-10001144,Asish,Consumer,Clothing,Trousers,536,91,1,8/5/2018,8/9/2018,Standard Class,COD,United States,Carlsbad,New Mexico
CA-2018-118962,CS-12130,FUR-CH-10003817,Krutika,Consumer,Clothing,Hankerchief,6,3,1,8/5/2018,8/9/2018,Standard Class,COD,United States,Seattle,Washington
US-2018-100853,JB-15400,OFF-AP-10000891,Tejeswini,Corporate,Clothing,Trousers,523,204,7,9/14/2018,9/19/2018,Standard Class,COD,United States,San Antonio,Texas
US-2018-100853,JB-15400,OFF-LA-10003148,Priyanshu,Corporate,Clothing,T-shirt,27,9,2,9/14/2018,9/19/2018,Standard Class,UPI,United States,San Antonio,Texas
US-2021-152366,SJ-20500,OFF-AP-10002684,Nikita,Consumer,Furniture,Chairs,516,392,8,4/21/2021,4/25/2021,Standard Class,COD,United States,San Antonio,Texas
US-2019-101511,JE-15745,FUR-CH-10004698,Monisha,Consumer,Furniture,Bookcases,504,116,3,11/21/2019,11/23/2019,Standard Class,COD,United States,San Antonio,Texas
US-2019-101511,JE-15745,OFF-SU-10002189,Nishant,Consumer,Electronics,Phones,502,84,4,11/21/2019,11/23/2019,Standard Class,COD,United States,San Antonio,Texas
CA-2019-137225,JK-15640,OFF-AR-10001940,Sheetal,Home Office,Electronics,Electronic Games,734,213,6,12/15/2019,12/19/2019,Standard Class,Credit Card,United States,San Antonio,Texas
CA-2018-166191,DK-13150,OFF-ST-10003455,Kartikay,Corporate,Clothing,Kurti,42,12,2,12/5/2018,12/9/2018,Standard Class,COD,United States,San Antonio,Texas
CA-2018-166191,DK-13150,TEC-AC-10004659,Pinky,Corporate,Clothing,Skirt,29,11,4,12/5/2018,12/9/2018,Standard Class,COD,United States,Los Angeles,California
CA-2018-158274,RM-19675,TEC-PH-10003273,Amisha,Home Office,Clothing,Kurti,240,12,6,11/19/2018,11/24/2018,Standard Class,UPI,United States,Los Angeles,California
CA-2018-158274,RM-19675,TEC-PH-10004896,Soumya,Home Office,Clothing,Trousers,496,-79,2,11/19/2018,11/24/2018,Standard Class,COD,United States,Los Angeles,California
CA-2018-158274,RM-19675,TEC-AC-10002345,Harshita,Home Office,Electronics,Electronic Games,485,29,4,11/19/2018,11/24/2018,Standard Class,COD,United States,Chicago,Illinois
CA-2020-105018,SK-19990,OFF-BI-10001890,Aman,Consumer,Clothing,Skirt,31,-11,3,11/28/2020,12/2/2020,Second Class,UPI,United States,Chicago,Illinois
CA-2018-123260,FM-14290,TEC-AC-10002323,Brijesh,Home Office,Electronics,Printers,676,151,3,8/26/2018,8/30/2018,Second Class,Credit Card,United States,Houston,Texas
CA-2020-157000,AM-10360,OFF-ST-10001328,Priyanka,Corporate,Clothing,Hankerchief,23,8,2,7/16/2020,7/22/2020,Second Class,Debit Card,United States,Newark,Ohio
CA-2020-157000,AM-10360,OFF-PA-10001950,Pinky,Corporate,Clothing,Hankerchief,13,3,2,7/16/2020,7/22/2020,Standard Class,COD,United States,Newark,Ohio
CA-2019-102281,MP-17470,FUR-BO-10002613,Vandana,Home Office,Clothing,Stole,180,0,8,10/12/2019,10/14/2019,Second Class,COD,United States,New York City,New York
CA-2019-102281,MP-17470,TEC-PH-10001552,Kiran,Home Office,Electronics,Phones,671,114,9,10/12/2019,10/14/2019,Second Class,Credit Card,United States,Decatur,Illinois
CA-2019-102281,MP-17470,OFF-PA-10000061,Paridhi,Home Office,Clothing,Kurti,22,11,3,10/12/2019,10/14/2019,Second Class,COD,United States,Decatur,Illinois
CA-2019-102281,MP-17470,FUR-BO-10002545,Jitesh,Home Office,Electronics,Printers,668,-31,3,10/12/2019,10/14/2019,Second Class,Credit Card,United States,Monroe,Louisiana
CA-2019-102281,MP-17470,OFF-AR-10003514,Navdeep,Home Office,Clothing,Saree,145,0,3,10/12/2019,10/14/2019,Second Class,UPI,United States,Monroe,Louisiana
CA-2019-131457,MZ-17515,OFF-EN-10001509,Shreya,Corporate,Clothing,Skirt,24,8,2,10/31/2019,11/6/2019,Standard Class,Debit Card,United States,Monroe,Louisiana
CA-2018-140004,CB-12025,OFF-AR-10004685,Bhaggyasree,Consumer,Furniture,Chairs,476,0,3,3/21/2018,3/25/2018,Standard Class,COD,United States,Fairfield,Connecticut
CA-2018-140004,CB-12025,OFF-AR-10004027,Vineet,Consumer,Clothing,Hankerchief,24,11,5,3/21/2018,3/25/2018,Standard Class,Debit Card,United States,Los Angeles,California
CA-2021-107720,VM-21685,OFF-ST-10001414,Divyansha,Home Office,Clothing,Hankerchief,37,3,3,11/6/2021,11/13/2021,Standard Class,COD,United States,Grand Prairie,Texas
US-2021-124303,FH-14365,OFF-BI-10000343,Swapnil,Corporate,Clothing,Stole,152,50,6,7/6/2021,7/13/2021,First Class,UPI,United States,Grand Prairie,Texas
US-2021-124303,FH-14365,OFF-PA-10002749,Anjali,Corporate,Clothing,Leggings,32,11,2,7/6/2021,7/13/2021,First Class,UPI,United States,New York City,New York
CA-2021-105074,MB-17305,OFF-PA-10002666,Kajal,Consumer,Clothing,Leggings,52,11,5,6/24/2021,6/29/2021,First Class,COD,United States,New York City,New York
CA-2018-133690,BS-11755,FUR-TA-10004289,Amlan,Consumer,Clothing,Hankerchief,24,11,3,8/3/2018,8/5/2018,First Class,Debit Card,United States,New York City,New York
CA-2018-133690,BS-11755,OFF-AP-10003622,Atharv,Consumer,Furniture,Chairs,473,42,4,8/3/2018,8/5/2018,First Class,COD,United States,New York City,New York
US-2021-116701,LC-17140,OFF-AP-10003217,Sabah,Consumer,Clothing,Stole,263,50,5,12/17/2021,12/21/2021,Standard Class,COD,United States,New York City,New York
CA-2021-126382,HK-14890,FUR-FU-10002960,Jahan,Corporate,Clothing,Kurti,61,11,3,6/3/2021,6/7/2021,Standard Class,COD,United States,Redlands,California
CA-2021-108329,LE-16810,TEC-PH-10001918,Surbhi,Consumer,Electronics,Electronic Games,469,-459,3,12/9/2021,12/14/2021,Standard Class,COD,United States,Hamilton,Ohio
CA-2021-135860,JH-15985,OFF-ST-10000642,Shubham,Consumer,Electronics,Phones,1272,547,2,12/1/2021,12/7/2021,Standard Class,COD,United States,Hamilton,Ohio
CA-2021-135860,JH-15985,TEC-PH-10001700,Ajay,Consumer,Electronics,Accessories,169,0,3,12/1/2021,12/7/2021,Standard Class,COD,United States,Westfield,New Jersey
CA-2021-135860,JH-15985,OFF-BI-10003274,Shreya,Consumer,Clothing,Leggings,25,11,3,12/1/2021,12/7/2021,Standard Class,Debit Card,United States,Philadelphia,Pennsylvania
CA-2021-135860,JH-15985,OFF-FA-10000134,Hazel,Consumer,Clothing,Saree,457,-41,4,12/1/2021,12/7/2021,Standard Class,COD,United States,Philadelphia,Pennsylvania
CA-2021-135860,JH-15985,OFF-ST-10001522,Vini,Consumer,Electronics,Accessories,455,77,8,12/1/2021,12/7/2021,First Class,COD,United States,Akron,Ohio
CA-2019-101007,MS-17980,TEC-AC-10001266,Sonal,Corporate,Clothing,Hankerchief,25,2,2,2/9/2019,2/13/2019,First Class,Debit Card,United States,Denver,Colorado
CA-2019-146262,VW-21775,OFF-LA-10004544,Ankur,Corporate,Electronics,Printers,450,-90,3,1/2/2019,1/9/2019,Second Class,COD,United States,Denver,Colorado
CA-2019-146262,VW-21775,FUR-BO-10004695,Srishti,Corporate,Furniture,Chairs,30,-35,1,1/2/2019,1/9/2019,Standard Class,COD,United States,Dallas,Texas
CA-2019-146262,VW-21775,TEC-PH-10002844,Shikhar,Corporate,Furniture,Bookcases,659,-37,2,1/2/2019,1/9/2019,Standard Class,Credit Card,United States,Franklin,Tennessee
CA-2019-146262,VW-21775,TEC-MA-10000864,Divsha,Corporate,Electronics,Printers,448,148,2,1/2/2019,1/9/2019,Standard Class,COD,United States,Whittier,California
CA-2019-146262,VW-21775,TEC-AC-10000109,Nida,Corporate,Electronics,Printers,446,53,3,1/2/2019,1/9/2019,Standard Class,COD,United States,Saginaw,Michigan
CA-2020-130162,JH-15910,OFF-ST-10001328,Mane,Consumer,Furniture,Chairs,98,-45,2,10/28/2020,11/1/2020,Standard Class,UPI,United States,Saginaw,Michigan
CA-2020-130162,JH-15910,TEC-PH-10002563,Sanjay,Consumer,Clothing,Saree,443,11,1,10/28/2020,11/1/2020,Standard Class,COD,United States,Saginaw,Michigan
CA-2019-169397,JB-15925,OFF-FA-10000585,Sathya,Consumer,Electronics,Phones,427,-50,7,12/24/2019,12/27/2019,Standard Class,COD,United States,Saginaw,Michigan
CA-2019-169397,JB-15925,OFF-PA-10004000,Sanjna,Consumer,Furniture,Bookcases,656,-36,2,12/24/2019,12/27/2019,Second Class,Credit Card,United States,Saginaw,Michigan
CA-2019-169397,JB-15925,OFF-BI-10002852,Sweta,Consumer,Clothing,Saree,424,161,2,12/24/2019,12/27/2019,Standard Class,COD,United States,Dallas,Texas
CA-2019-169397,JB-15925,FUR-FU-10000087,Nidhi,Consumer,Clothing,T-shirt,27,8,2,12/24/2019,12/27/2019,Standard Class,Debit Card,United States,Medina,Ohio
CA-2019-169397,JB-15925,TEC-MA-10001148,Chirag,Consumer,Electronics,Phones,424,-272,5,12/24/2019,12/27/2019,Standard Class,COD,United States,Medina,Ohio
CA-2019-169397,JB-15925,OFF-AR-10001958,Nidhi,Consumer,Clothing,Hankerchief,202,4,4,12/24/2019,12/27/2019,Standard Class,COD,United States,Medina,Ohio
CA-2019-163055,DS-13180,OFF-AR-10001026,Sakshi,Corporate,Electronics,Phones,1275,357,2,8/9/2019,8/16/2019,Standard Class,UPI,United States,Medina,Ohio
CA-2019-163055,DS-13180,FUR-TA-10003748,Devendra,Corporate,Electronics,Phones,418,70,7,8/9/2019,8/16/2019,Standard Class,COD,United States,Medina,Ohio
CA-2019-163055,DS-13180,OFF-ST-10002485,Manju,Corporate,Electronics,Electronic Games,417,49,3,8/9/2019,8/16/2019,Standard Class,COD,United States,Los Angeles,California
US-2019-145436,VD-21670,FUR-CH-10004860,Aparajita,Consumer,Clothing,Stole,199,48,4,2/28/2019,3/4/2019,First Class,UPI,United States,Los Angeles,California
US-2019-145436,VD-21670,FUR-CH-10004477,Surbhi,Consumer,Furniture,Furnishings,385,-77,11,2/28/2019,3/4/2019,First Class,UPI,United States,Dublin,Ohio
US-2018-156216,EA-14035,OFF-BI-10001679,Ramesh,Corporate,Electronics,Phones,414,199,3,9/13/2018,9/17/2018,First Class,COD,United States,Dublin,Ohio
US-2021-100930,CS-12400,FUR-TA-10001705,Swetha,Home Office,Clothing,Saree,97,-45,4,4/7/2021,4/12/2021,First Class,COD,United States,Dublin,Ohio
US-2021-100930,CS-12400,FUR-TA-10003473,Apoorva,Home Office,Electronics,Electronic Games,648,50,6,4/7/2021,4/12/2021,First Class,Credit Card,United States,Dublin,Ohio
US-2021-100930,CS-12400,OFF-BI-10001679,Bhishm,Home Office,Clothing,Shirt,27,-25,2,4/7/2021,4/12/2021,First Class,Debit Card,United States,Dublin,Ohio
US-2021-100930,CS-12400,FUR-FU-10004017,Stuti,Home Office,Clothing,Stole,27,12,1,4/7/2021,4/12/2021,Standard Class,Debit Card,United States,Dublin,Ohio
US-2021-100930,CS-12400,TEC-AC-10003832,Anjali,Home Office,Clothing,Stole,27,1,1,4/7/2021,4/12/2021,Standard Class,UPI,United States,Detroit,Michigan
CA-2021-160514,DB-13120,OFF-PA-10002479,K,Corporate,Furniture,Chairs,413,-314,9,11/12/2021,11/16/2021,Standard Class,COD,United States,Detroit,Michigan
CA-2020-157749,KL-16645,OFF-PA-10003349,Kushal,Consumer,Clothing,Hankerchief,53,2,4,6/4/2020,6/9/2020,Standard Class,COD,United States,Detroit,Michigan
CA-2020-157749,KL-16645,FUR-FU-10000576,Aayushi,Consumer,Clothing,Hankerchief,29,8,5,6/4/2020,6/9/2020,Standard Class,UPI,United States,Columbia,Tennessee
CA-2020-157749,KL-16645,FUR-FU-10004351,Deepak,Consumer,Clothing,T-shirt,30,13,1,6/4/2020,6/9/2020,Standard Class,UPI,United States,Columbia,Tennessee
CA-2020-157749,KL-16645,TEC-PH-10000011,Prashant,Consumer,Clothing,Saree,412,412,6,6/4/2020,6/9/2020,Standard Class,COD,United States,Charlotte,North Carolina
CA-2020-157749,KL-16645,FUR-TA-10002607,Bathina,Consumer,Electronics,Printers,646,-23,2,6/4/2020,6/9/2020,Standard Class,Credit Card,United States,Tampa,Florida
CA-2020-157749,KL-16645,FUR-FU-10002505,Turumella,Consumer,Clothing,Stole,30,-5,5,6/4/2020,6/9/2020,Standard Class,UPI,United States,Tampa,Florida
CA-2020-157749,KL-16645,OFF-AR-10004685,Aarushi,Consumer,Furniture,Bookcases,618,27,4,6/4/2020,6/9/2020,Standard Class,Credit Card,United States,Tampa,Florida
CA-2018-131926,DW-13480,FUR-CH-10004063,Pooja,Home Office,Clothing,Saree,143,-124,5,6/1/2018,6/6/2018,Standard Class,UPI,United States,Tampa,Florida
CA-2018-131926,DW-13480,OFF-ST-10002276,Sudheer,Home Office,Clothing,Hankerchief,31,1,2,6/1/2018,6/6/2018,Standard Class,UPI,United States,Tampa,Florida
CA-2018-131926,DW-13480,OFF-PA-10004082,Akshay,Home Office,Clothing,Saree,409,86,3,6/1/2018,6/6/2018,Second Class,COD,United States,Santa Clara,California
CA-2018-131926,DW-13480,OFF-AP-10002945,Yogesh,Home Office,Clothing,Saree,406,126,2,6/1/2018,6/6/2018,Second Class,COD,United States,Chicago,Illinois
CA-2018-131926,DW-13480,OFF-PA-10000061,Paridhi,Home Office,Clothing,Saree,565,66,7,6/1/2018,6/6/2018,Second Class,Credit Card,United States,Chicago,Illinois
CA-2020-154739,LH-17155,FUR-CH-10002965,Akshay,Consumer,Clothing,Stole,85,2,6,12/10/2020,12/15/2020,Second Class,COD,United States,Chicago,Illinois
CA-2020-145625,KC-16540,OFF-PA-10004569,Sweta,Consumer,Furniture,Bookcases,561,118,5,9/11/2020,9/17/2020,Second Class,Credit Card,United States,Chicago,Illinois
CA-2020-145625,KC-16540,TEC-AC-10003832,Shubham,Consumer,Clothing,Trousers,503,-56,2,9/11/2020,9/17/2020,Second Class,COD,United States,Chicago,Illinois
CA-2020-146941,DL-13315,OFF-ST-10001228,Vandana,Consumer,Clothing,Stole,31,14,3,12/10/2020,12/13/2020,Second Class,UPI,United States,Chicago,Illinois
CA-2020-146941,DL-13315,OFF-EN-10003296,Sagar,Consumer,Clothing,Hankerchief,398,111,8,12/10/2020,12/13/2020,Second Class,COD,United States,Chicago,Illinois
US-2019-159982,DR-12880,FUR-FU-10002505,Kajal,Corporate,Furniture,Bookcases,388,93,2,11/28/2019,12/4/2019,Second Class,COD,United States,Lakeville,Minnesota
US-2019-159982,DR-12880,OFF-ST-10004804,Ashmeet,Corporate,Clothing,Saree,498,-116,4,11/28/2019,12/4/2019,Second Class,UPI,United States,Lakeville,Minnesota
US-2019-159982,DR-12880,OFF-ST-10001590,Manjiri,Corporate,Clothing,Saree,561,212,3,11/28/2019,12/4/2019,Second Class,Credit Card,United States,Lakeville,Minnesota
US-2019-159982,DR-12880,TEC-PH-10001580,Sneha,Corporate,Clothing,Hankerchief,61,3,4,11/28/2019,12/4/2019,Second Class,COD,United States,Lakeville,Minnesota
CA-2021-163139,CC-12670,TEC-AC-10000290,Pournamasi,Consumer,Clothing,T-shirt,34,-22,4,12/1/2021,12/3/2021,Second Class,COD,United States,Lakeville,Minnesota
CA-2021-163139,CC-12670,OFF-ST-10002790,Sarita,Consumer,Clothing,Shirt,32,6,3,12/1/2021,12/3/2021,Standard Class,UPI,United States,San Francisco,California
CA-2021-163139,CC-12670,OFF-BI-10003460,Chetan,Consumer,Furniture,Tables,623,-192,3,12/1/2021,12/3/2021,Standard Class,UPI,United States,San Diego,California
US-2021-155299,Dl-13600,OFF-AP-10002203,Aman,Corporate,Electronics,Phones,520,151,3,6/8/2021,6/12/2021,First Class,Credit Card,United States,San Diego,California
US-2018-106992,SB-20290,TEC-MA-10000822,Komal,Corporate,Clothing,Saree,32,-16,6,9/19/2018,9/21/2018,First Class,UPI,United States,New York City,New York
US-2018-106992,SB-20290,TEC-MA-10003353,Bhosale,Corporate,Clothing,Hankerchief,32,-5,5,9/19/2018,9/21/2018,Standard Class,UPI,United States,New York City,New York
CA-2020-125318,RC-19825,TEC-PH-10001433,Sukruta,Consumer,Electronics,Electronic Games,510,234,6,6/6/2020,6/13/2020,Standard Class,EMI,United States,Chicago,Illinois
CA-2019-155040,AH-10210,TEC-AC-10004469,Sukant,Consumer,Clothing,Saree,382,68,3,11/10/2019,11/15/2019,Standard Class,COD,United States,Chicago,Illinois
CA-2021-136826,CB-12535,OFF-AR-10003602,Harsh,Corporate,Clothing,Leggings,33,13,3,6/16/2021,6/20/2021,Standard Class,UPI,United States,Chicago,Illinois
CA-2020-111010,PG-18895,OFF-FA-10003472,Yaanvi,Consumer,Clothing,Saree,381,-13,2,1/22/2020,1/28/2020,Second Class,COD,United States,Chicago,Illinois
US-2021-145366,CA-12310,OFF-ST-10004180,Palak,Corporate,Electronics,Accessories,490,88,2,12/9/2021,12/13/2021,Second Class,EMI,United States,New York City,New York
US-2021-145366,CA-12310,OFF-EN-10004386,Shrichand,Corporate,Clothing,Saree,381,144,2,12/9/2021,12/13/2021,Second Class,COD,United States,New York City,New York
CA-2021-163979,KH-16690,OFF-ST-10003208,Kshitij,Corporate,Electronics,Phones,487,143,4,12/28/2021,1/2/2022,Standard Class,EMI,United States,New York City,New York
CA-2019-155334,HA-14920,TEC-AC-10003628,Mrunal,Consumer,Furniture,Bookcases,366,84,3,7/30/2019,7/31/2019,Second Class,COD,United States,Pasadena,Texas
CA-2019-155334,HA-14920,FUR-FU-10003274,Kanak,Consumer,Clothing,Shirt,33,-29,3,7/30/2019,7/31/2019,Second Class,UPI,United States,Houston,Texas
CA-2019-155334,HA-14920,OFF-BI-10002557,Shreya,Consumer,Electronics,Phones,365,107,3,7/30/2019,7/31/2019,Standard Class,COD,United States,Houston,Texas
CA-2021-118136,BB-10990,OFF-PA-10002615,Divyeshkumar,Corporate,Clothing,Saree,207,-100,2,9/16/2021,9/17/2021,Standard Class,UPI,United States,Chicago,Illinois
CA-2021-118136,BB-10990,OFF-AR-10001427,Shruti,Corporate,Furniture,Bookcases,359,-338,5,9/16/2021,9/17/2021,Standard Class,COD,United States,Brentwood,California
CA-2021-132976,AG-10495,OFF-PA-10000673,Karandeep,Corporate,Electronics,Phones,351,-47,8,10/13/2021,10/17/2021,Standard Class,COD,United States,Chapel Hill,North Carolina
CA-2021-132976,AG-10495,OFF-PA-10004470,Mitali,Corporate,Clothing,Saree,485,199,4,10/13/2021,10/17/2021,Standard Class,EMI,United States,Morristown,New Jersey
CA-2021-132976,AG-10495,OFF-ST-10000876,Farah,Corporate,Clothing,Shirt,37,-23,4,10/13/2021,10/17/2021,Standard Class,UPI,United States,Cincinnati,Ohio
CA-2021-132976,AG-10495,OFF-LA-10002043,Ankit,Corporate,Clothing,T-shirt,34,10,2,10/13/2021,10/17/2021,Second Class,Debit Card,United States,Cincinnati,Ohio
US-2019-161991,SC-20725,OFF-BI-10004967,Ekta,Consumer,Furniture,Chairs,346,108,3,9/26/2019,9/28/2019,First Class,COD,United States,San Francisco,California
US-2019-161991,SC-20725,TEC-PH-10001760,Subhashree,Consumer,Electronics,Electronic Games,342,-103,4,9/26/2019,9/28/2019,First Class,COD,United States,San Francisco,California
CA-2019-130890,JO-15280,FUR-TA-10002903,Nitant,Consumer,Furniture,Furnishings,35,-8,2,11/2/2019,11/6/2019,First Class,Debit Card,United States,San Francisco,California
CA-2019-130883,TB-21520,OFF-PA-10000474,Surabhi,Consumer,Clothing,Stole,121,41,4,9/26/2019,10/2/2019,First Class,UPI,United States,San Francisco,California
CA-2019-130883,TB-21520,TEC-AC-10001956,Aayush,Consumer,Electronics,Phones,336,57,2,9/26/2019,10/2/2019,First Class,COD,United States,Inglewood,California
CA-2019-130883,TB-21520,OFF-PA-10004100,Aditya,Consumer,Furniture,Bookcases,336,71,3,9/26/2019,10/2/2019,Standard Class,COD,United States,Inglewood,California
CA-2020-112697,AH-10195,OFF-BI-10000778,Apsingekar,Corporate,Clothing,Hankerchief,27,4,1,12/18/2020,12/20/2020,Standard Class,COD,United States,Philadelphia,Pennsylvania
CA-2020-112697,AH-10195,OFF-AP-10002684,Anand,Corporate,Electronics,Phones,333,50,2,12/18/2020,12/20/2020,Standard Class,COD,United States,Philadelphia,Pennsylvania
CA-2020-112697,AH-10195,OFF-SU-10000646,Anita,Corporate,Clothing,Leggings,36,7,3,12/18/2020,12/20/2020,Standard Class,Debit Card,United States,Philadelphia,Pennsylvania
CA-2020-110772,NZ-18565,OFF-FA-10002983,Tushina,Home Office,Electronics,Phones,333,-15,3,11/20/2020,11/24/2020,Second Class,COD,United States,Philadelphia,Pennsylvania
CA-2020-110772,NZ-18565,OFF-LA-10004689,Kalyani,Home Office,Clothing,Trousers,327,114,4,11/20/2020,11/24/2020,Second Class,COD,United States,Houston,Texas
CA-2020-110772,NZ-18565,TEC-AC-10002001,Divyansh,Home Office,Clothing,Hankerchief,18,6,3,11/20/2020,11/24/2020,Standard Class,UPI,United States,Houston,Texas
CA-2020-110772,NZ-18565,FUR-BO-10004709,Shreya,Home Office,Clothing,T-shirt,325,32,7,11/20/2020,11/24/2020,Standard Class,COD,United States,Los Angeles,California
CA-2018-111451,KL-16555,FUR-FU-10004091,Ginny,Corporate,Electronics,Electronic Games,482,-6,7,12/26/2018,12/28/2018,Standard Class,EMI,United States,Portland,Oregon
CA-2018-111451,KL-16555,FUR-CH-10001891,Omkar,Corporate,Electronics,Phones,465,-33,4,12/26/2018,12/28/2018,Standard Class,EMI,United States,Portland,Oregon
CA-2018-111451,KL-16555,FUR-FU-10002918,Sarita,Corporate,Clothing,Shirt,40,-12,3,12/26/2018,12/28/2018,Second Class,COD,United States,Portland,Oregon
CA-2018-111451,KL-16555,OFF-BI-10004593,Adhvaita,Corporate,Clothing,Stole,107,36,6,12/26/2018,12/28/2018,Second Class,COD,United States,Tamarac,Florida
CA-2018-111451,KL-16555,OFF-FA-10004854,Piyam,Corporate,Furniture,Chairs,312,-312,7,12/26/2018,12/28/2018,Second Class,COD,United States,Tamarac,Florida
CA-2020-142545,JD-15895,OFF-PA-10002105,Shefali,Corporate,Electronics,Phones,451,25,3,10/28/2020,11/3/2020,Second Class,EMI,United States,Tamarac,Florida
CA-2020-142545,JD-15895,OFF-ST-10002756,Anchal,Corporate,Electronics,Electronic Games,312,62,1,10/28/2020,11/3/2020,Second Class,COD,United States,Columbus,Ohio
CA-2020-142545,JD-15895,OFF-PA-10004243,Manibalan,Corporate,Furniture,Bookcases,311,72,2,10/28/2020,11/3/2020,Second Class,COD,United States,Columbus,Ohio
CA-2020-142545,JD-15895,FUR-FU-10001861,Mansi,Corporate,Clothing,Hankerchief,11,5,2,10/28/2020,11/3/2020,Second Class,UPI,United States,Columbus,Ohio
CA-2020-142545,JD-15895,OFF-BI-10002706,Shubham,Corporate,Clothing,T-shirt,37,-5,3,10/28/2020,11/3/2020,First Class,Debit Card,United States,Columbus,Ohio
US-2021-152380,JH-15910,FUR-TA-10002533,Amit,Consumer,Electronics,Phones,444,-200,4,11/19/2021,11/23/2021,First Class,EMI,United States,Colorado Springs,Colorado
CA-2019-144253,AS-10225,FUR-FU-10002671,Aayushi,Corporate,Clothing,Shirt,434,26,11,5/4/2019,5/9/2019,First Class,Credit Card,United States,Colorado Springs,Colorado
CA-2018-130960,KB-16600,OFF-AR-10003651,Pradeep,Corporate,Clothing,Stole,299,0,6,12/30/2018,1/4/2019,First Class,COD,United States,Colorado Springs,Colorado
CA-2018-111003,CR-12625,OFF-BI-10001072,Jaideep,Home Office,Clothing,Hankerchief,37,17,3,6/1/2018,6/6/2018,First Class,Debit Card,United States,Colorado Springs,Colorado
CA-2018-111003,CR-12625,OFF-AR-10002135,Aditya,Home Office,Furniture,Bookcases,299,113,2,6/1/2018,6/6/2018,Standard Class,COD,United States,Colorado Springs,Colorado
CA-2021-126774,SH-20395,OFF-AR-10002804,Ritu,Consumer,Furniture,Bookcases,298,74,2,4/15/2021,4/17/2021,Standard Class,COD,United States,Belleville,New Jersey
CA-2020-142902,BP-11185,FUR-FU-10001918,Suhani,Corporate,Clothing,Leggings,94,7,7,9/12/2020,9/14/2020,Standard Class,UPI,United States,Belleville,New Jersey
CA-2020-142902,BP-11185,FUR-CH-10004086,Shreya,Corporate,Clothing,Saree,296,225,11,9/12/2020,9/14/2020,Standard Class,COD,United States,Belleville,New Jersey
CA-2020-142902,BP-11185,FUR-FU-10001756,Hitika,Corporate,Clothing,Hankerchief,37,17,3,9/12/2020,9/14/2020,Standard Class,Debit Card,United States,Belleville,New Jersey
CA-2020-142902,BP-11185,OFF-LA-10000634,Sandra,Corporate,Electronics,Printers,291,93,2,9/12/2020,9/14/2020,Standard Class,COD,United States,Belleville,New Jersey
CA-2018-120887,TS-21205,FUR-FU-10001588,Syed,Corporate,Electronics,Phones,327,-39,1,9/27/2018,10/3/2018,Second Class,COD,United States,Chicago,Illinois
CA-2018-167850,AG-10525,TEC-PH-10002398,Sheetal,Corporate,Clothing,Saree,291,119,11,8/9/2018,8/16/2018,Standard Class,COD,United States,New York City,New York
CA-2018-167850,AG-10525,OFF-PA-10001937,Vandana,Corporate,Clothing,Kurti,287,-66,6,8/9/2018,8/16/2018,Standard Class,COD,United States,Taylor,Michigan
CA-2018-164259,SP-20860,OFF-AR-10003373,Subhasmita,Corporate,Electronics,Accessories,42,15,1,12/28/2018,12/30/2018,Standard Class,UPI,United States,Lakewood,New Jersey
CA-2018-164973,NM-18445,FUR-CH-10002602,Chayanika,Home Office,Electronics,Electronic Games,429,61,3,11/4/2018,11/9/2018,First Class,Credit Card,United States,Lakewood,New Jersey
CA-2018-164973,NM-18445,TEC-MA-10002927,Nandita,Home Office,Electronics,Printers,285,128,2,11/4/2018,11/9/2018,Second Class,COD,United States,Arlington,Virginia
CA-2018-164973,NM-18445,TEC-PH-10004093,Anita,Home Office,Electronics,Electronic Games,277,3,1,11/4/2018,11/9/2018,Second Class,COD,United States,Arvada,Colorado
